"user_id","web_area_id"
10113,1004
10114,1008
10114,1034
10115,1034
10116,1034
10117,1008
10117,1009
10117,1017
10117,1001
10117,1003
10117,1024
10117,1034
10117,1018
10118,1020
10118,1070
10118,1042
10119,1025
10119,1034
10120,1035
10120,1009
10120,1001
10120,1002
10120,1018
10121,1072
10122,1001
10122,1003
10122,1004
10122,1078
10122,1079
10123,1008
10123,1004
10124,1040
10125,1008
10125,1009
10126,1080
10127,1081
10127,1082
10127,1040
10127,1001
10127,1018
10127,1083
10128,1034
10129,1058
10129,1001
10129,1004
10130,1007
10131,1018
10132,1084
10132,1085
10132,1086
10132,1087
10132,1054
10132,1036
10132,1077
10132,1040
10132,1003
10132,1088
10132,1017
10132,1018
10132,1014
10132,1000
10132,1089
10132,1001
10133,1017
10133,1018
10133,1035
10133,1037
10133,1090
10133,1009
10133,1001
10133,1032
10134,1010
10134,1025
10134,1020
10134,1026
10134,1041
10134,1004
10135,1004
10136,1038
10136,1041
10137,1008
10137,1045
10137,1034
10138,1010
10138,1017
10139,1059
10140,1008
10140,1017
10140,1034
10141,1000
10141,1025
10141,1022
10141,1046
10141,1040
10141,1039
10141,1026
10141,1049
10141,1034
10141,1002
10141,1018
10142,1091
10143,1039
10144,1008
10144,1038
10144,1060
10144,1026
10144,1034
10145,1035
10145,1003
10145,1018
10145,1004
10146,1008
10147,1008
10147,1025
10147,1026
10147,1063
10147,1041
10147,1034
10148,1030
10148,1078
10148,1018
10149,1025
10149,1007
10150,1017
10150,1092
10151,1017
10151,1024
10152,1035
10152,1020
10152,1003
10152,1001
10152,1078
10152,1018
10153,1034
10153,1004
10154,1036
10154,1000
10154,1040
10154,1014
10155,1008
10156,1017
10156,1018
10156,1021
10156,1019
10156,1057
10156,1010
10156,1093
10156,1094
10156,1011
10156,1095
10156,1026
10156,1068
10156,1041
10156,1032
10156,1096
10156,1042
10156,1097
10157,1008
10157,1098
10158,1046
10159,1099
10159,1054
10160,1008
10160,1034
10161,1008
10161,1007
10162,1017
10162,1008
10162,1000
10162,1036
10162,1040
10162,1052
10162,1031
10162,1003
10163,1009
10164,1045
10165,1100
10165,1040
10166,1000
10166,1008
10166,1027
10166,1009
10166,1024
10166,1041
10166,1101
10166,1072
10167,1017
10167,1071
10168,1102
10168,1103
10169,1001
10170,1008
10170,1009
10171,1030
10171,1017
10172,1061
10172,1004
10173,1025
10173,1026
10174,1034
10175,1008
10176,1020
10176,1001
10176,1003
10176,1018
10176,1004
10177,1008
10177,1016
10177,1011
10177,1040
10178,1079
10178,1018
10179,1038
10179,1009
10179,1026
10179,1041
10179,1034
10180,1082
10180,1062
10180,1083
10181,1030
10181,1017
10181,1004
10182,1079
10183,1008
10183,1035
10183,1003
10183,1018
10184,1008
10184,1007
10184,1018
10185,1035
10185,1030
10185,1037
10185,1055
10185,1009
10185,1017
10185,1004
10186,1077
10186,1017
10186,1031
10186,1040
10186,1001
10186,1003
10187,1017
10187,1096
10188,1038
10188,1053
10189,1004
10190,1035
10190,1008
10190,1076
10190,1017
10190,1003
10190,1018
10190,1034
10191,1104
10191,1004
10192,1025
10192,1026
10193,1008
10193,1069
10194,1008
10194,1017
10194,1034
10195,1003
10195,1034
10195,1004
10195,1071
10196,1017
10196,1004
10196,1036
10196,1008
10196,1037
10196,1009
10196,1052
10196,1032
10197,1008
10197,1011
10197,1040
10197,1017
10197,1061
10197,1014
10197,1004
10197,1021
10197,1105
10198,1008
10198,1106
10198,1107
10198,1009
10198,1003
10198,1018
10199,1035
10199,1008
10199,1009
10199,1018
10199,1034
10200,1025
10200,1007
10200,1026
10200,1041
10201,1000
10201,1026
10202,1017
10203,1034
10204,1104
10204,1295
10204,1100
10204,1004
10205,1108
10205,1295
10205,1054
10205,1109
10205,1100
10205,1017
10205,1088
10205,1004
10206,1008
10206,1106
10206,1009
10206,1004
10207,1008
10207,1034
10207,1044
10208,1074
10208,1110
10208,1295
10208,1009
10208,1031
10208,1032
10208,1034
10208,1111
10208,1017
10208,1092
10208,1018
10208,1004
10208,1021
10208,1008
10208,1010
10208,1112
10208,1053
10208,1002
10209,1034
10210,1008
10210,1009
10210,1039
10211,1008
10211,1034
10212,1008
10212,1034
10213,1092
10213,1004
10214,1018
10215,1113
10215,1026
10215,1041
10215,1034
10216,1017
10216,1076
10216,1114
10216,1018
10216,1074
10216,1008
10216,1115
10216,1001
10216,1003
10217,1030
10217,1009
10217,1017
10217,1074
10218,1017
10218,1004
10218,1014
10218,1000
10218,1008
10218,1052
10218,1040
10218,1031
10218,1001
10219,1008
10219,1027
10219,1009
10219,1026
10219,1018
10219,1034
10220,1000
10221,1032
10222,1008
10222,1040
10223,1004
10224,1045
10224,1046
10224,1049
10224,1041
10224,1003
10224,1018
10225,1116
10226,1020
10226,1109
10226,1017
10227,1008
10227,1066
10228,1017
10228,1004
10228,1117
10228,1034
10229,1009
10229,1080
10230,1071
10231,1008
10231,1032
10232,1001
10232,1003
10232,1004
10232,1018
10233,1073
10234,1034
10234,1018
10235,1118
10235,1113
10235,1020
10235,1003
10235,1034
10236,1004
10237,1001
10237,1003
10237,1013
10237,1018
10238,1030
10238,1017
10239,1017
10239,1004
10240,1119
10240,1088
10240,1014
10241,1120
10241,1017
10241,1008
10241,1112
10241,1031
10241,1121
10241,1060
10241,1032
10241,1002
10242,1004
10242,1002
10243,1122
10243,1009
10243,1004
10244,1008
10244,1058
10244,1076
10244,1003
10244,1001
10244,1078
10244,1018
10244,1034
10245,1003
10245,1004
10246,1040
10247,1008
10247,1001
10247,1004
10248,1025
10248,1004
10249,1034
10250,1008
10250,1034
10250,1018
10251,1008
10251,1034
10252,1008
10252,1027
10252,1038
10252,1026
10252,1017
10252,1003
10252,1041
10252,1068
10252,1024
10252,1078
10252,1034
10252,1004
10253,1034
10254,1123
10254,1058
10254,1116
10255,1035
10255,1001
10255,1003
10255,1018
10256,1025
10257,1026
10257,1041
10257,1034
10257,1004
10258,1001
10258,1004
10259,1008
10259,1009
10260,1018
10260,1004
10261,1008
10261,1027
10261,1070
10261,1041
10261,1004
10262,1008
10263,1124
10264,1026
10264,1042
10265,1010
10266,1008
10266,1056
10266,1032
10267,1123
10268,1008
10268,1034
10269,1025
10269,1070
10269,1017
10269,1067
10269,1125
10269,1038
10269,1026
10269,1041
10270,1008
10270,1034
10271,1084
10271,1295
10272,1017
10272,1004
10272,1008
10272,1037
10272,1126
10272,1055
10272,1009
10272,1061
10272,1032
10272,1034
10273,1008
10273,1009
10273,1034
10274,1001
10275,1053
10276,1008
10276,1034
10276,1018
10277,1029
10277,1048
10277,1018
10278,1032
10278,1004
10279,1008
10280,1004
10281,1035
10281,1037
10281,1009
10281,1001
10281,1003
10281,1004
10281,1018
10282,1008
10282,1018
10283,1034
10283,1018
10284,1008
10284,1035
10284,1080
10284,1003
10284,1001
10284,1018
10285,1025
10285,1026
10286,1118
10286,1025
10286,1127
10286,1070
10286,1114
10286,1128
10286,1004
10287,1025
10288,1008
10288,1007
10288,1034
10289,1004
10290,1065
10290,1054
10290,1129
10290,1024
10290,1072
10290,1008
10290,1038
10290,1026
10290,1034
10290,1042
10290,1053
10291,1058
10291,1001
10291,1080
10291,1004
10292,1008
10292,1025
10292,1070
10292,1041
10293,1008
10293,1032
10293,1034
10294,1029
10294,1059
10294,1048
10295,1008
10295,1034
10296,1025
10296,1026
10297,1064
10297,1028
10298,1008
10298,1045
10299,1034
10300,1003
10300,1004
10301,1008
10301,1009
10301,1040
10301,1052
10301,1041
10301,1018
10302,1008
10302,1009
10302,1001
10303,1008
10303,1017
10303,1032
10303,1024
10303,1004
10303,1018
10303,1034
10303,1043
10304,1008
10304,1118
10304,1027
10304,1070
10304,1041
10305,1025
10305,1026
10306,1130
10306,1017
10306,1018
10306,1035
10306,1037
10306,1009
10306,1001
10306,1003
10307,1008
10307,1130
10308,1035
10308,1049
10308,1001
10308,1003
10308,1018
10309,1119
10309,1081
10309,1017
10309,1014
10309,1089
10309,1011
10309,1040
10309,1031
10309,1034
10310,1009
10311,1056
10311,1032
10312,1040
10313,1029
10314,1030
10314,1017
10314,1001
10315,1004
10316,1295
10316,1131
10316,1017
10316,1132
10317,1008
10317,1009
10317,1004
10318,1008
10318,1009
10319,1133
10319,1125
10319,1026
10319,1041
10319,1001
10319,1067
10319,1034
10320,1003
10321,1017
10321,1031
10321,1040
10321,1006
10321,1034
10321,1018
10322,1003
10322,1004
10322,1034
10322,1071
10323,1046
10324,1000
10324,1014
10325,1295
10325,1003
10325,1061
10325,1096
10325,1004
10326,1123
10327,1058
10327,1004
10327,1018
10327,1008
10327,1035
10327,1055
10327,1009
10327,1003
10327,1001
10328,1085
10328,1054
10329,1008
10329,1009
10329,1024
10330,1004
10331,1034
10332,1026
10333,1001
10333,1003
10333,1013
10334,1025
10335,1020
10335,1123
10335,1027
10335,1038
10335,1009
10335,1026
10335,1041
10335,1134
10335,1042
10335,1091
10336,1008
10336,1054
10336,1004
10337,1008
10337,1034
10338,1075
10338,1018
10339,1135
10339,1037
10339,1009
10339,1017
10339,1004
10340,1025
10340,1295
10340,1026
10340,1004
10341,1008
10341,1015
10341,1031
10341,1017
10341,1034
10341,1004
10342,1009
10342,1040
10342,1076
10342,1014
10342,1074
10343,1025
10343,1008
10343,1007
10343,1034
10344,1018
10344,1034
10345,1295
10345,1018
10346,1008
10346,1065
10346,1022
10347,1008
10347,1001
10347,1018
10348,1065
10348,1054
10348,1074
10348,1036
10348,1136
10348,1009
10348,1040
10348,1042
10348,1034
10348,1025
10348,1130
10348,1137
10348,1017
10348,1076
10348,1092
10348,1004
10348,1014
10348,1021
10348,1000
10348,1113
10348,1008
10348,1030
10348,1037
10348,1038
10348,1089
10348,1026
10348,1041
10348,1053
10349,1043
10350,1025
10350,1026
10351,1138
10351,1009
10351,1024
10351,1004
10352,1008
10352,1009
10353,1008
10353,1009
10353,1088
10353,1014
10354,1075
10355,1034
10356,1034
10357,1008
10357,1034
10358,1009
10359,1009
10360,1004
10361,1025
10361,1073
10362,1008
10362,1045
10362,1139
10362,1103
10362,1034
10362,1071
10363,1140
10363,1030
10363,1055
10363,1004
10364,1025
10365,1020
10365,1123
10365,1088
10365,1001
10365,1078
10365,1004
10366,1004
10367,1025
10367,1026
10368,1009
10369,1031
10370,1035
10370,1009
10370,1001
10370,1003
10370,1018
10371,1073
10372,1141
10372,1142
10372,1004
10372,1018
10373,1112
10373,1008
10373,1017
10374,1017
10374,1004
10375,1064
10375,1004
10375,1072
10375,1008
10375,1136
10375,1027
10375,1009
10375,1026
10375,1041
10375,1034
10376,1000
10376,1014
10377,1058
10377,1017
10378,1017
10379,1027
10379,1070
10379,1041
10380,1108
10380,1017
10381,1125
10381,1026
10381,1143
10381,1063
10381,1001
10381,1041
10381,1004
10381,1067
10382,1008
10382,1034
10383,1032
10384,1000
10384,1050
10385,1008
10385,1034
10386,1025
10386,1026
10387,1046
10387,1032
10387,1001
10387,1034
10387,1018
10387,1044
10388,1025
10388,1009
10388,1017
10388,1024
10388,1004
10389,1058
10389,1017
10389,1013
10389,1018
10389,1035
10389,1010
10389,1037
10389,1009
10390,1025
10391,1004
10392,1003
10392,1013
10392,1001
10393,1025
10393,1026
10394,1032
10394,1079
10395,1009
10395,1017
10395,1074
10396,1026
10396,1063
10397,1008
10397,1034
10398,1036
10398,1040
10399,1008
10399,1052
10399,1018
10400,1004
10401,1030
10401,1004
10402,1008
10402,1037
10402,1009
10402,1017
10403,1055
10404,1008
10405,1095
10405,1017
10406,1020
10406,1099
10406,1144
10407,1008
10407,1295
10407,1034
10407,1004
10408,1035
10408,1036
10408,1037
10408,1009
10408,1001
10408,1034
10409,1000
10409,1081
10409,1011
10409,1017
10409,1040
10409,1001
10409,1002
10410,1008
10410,1034
10410,1004
10411,1001
10412,1009
10412,1031
10412,1067
10413,1067
10414,1035
10414,1085
10414,1008
10414,1001
10414,1018
10414,1034
10415,1008
10415,1052
10415,1017
10415,1060
10415,1018
10416,1030
10416,1009
10416,1017
10416,1018
10416,1074
10417,1008
10417,1034
10418,1145
10418,1004
10419,1004
10420,1034
10421,1061
10422,1119
10422,1008
10422,1069
10422,1071
10423,1073
10423,1004
10424,1008
10424,1034
10425,1034
10426,1008
10427,1034
10428,1036
10428,1040
10429,1146
10429,1000
10429,1035
10429,1001
10429,1018
10430,1004
10431,1008
10431,1034
10432,1025
10432,1026
10433,1008
10433,1009
10433,1058
10433,1017
10433,1001
10433,1002
10434,1024
10434,1004
10434,1008
10434,1046
10434,1038
10434,1039
10434,1026
10434,1034
10435,1008
10435,1007
10435,1024
10436,1030
10436,1009
10436,1004
10437,1008
10437,1051
10437,1052
10438,1147
10439,1008
10439,1045
10439,1034
10440,1008
10441,1040
10441,1014
10441,1004
10442,1002
10443,1004
10444,1025
10444,1026
10445,1004
10446,1008
10446,1127
10446,1020
10446,1017
10446,1004
10446,1034
10446,1071
10447,1032
10448,1008
10448,1034
10449,1030
10449,1017
10449,1004
10450,1008
10450,1034
10451,1029
10452,1085
10452,1035
10452,1008
10452,1009
10452,1046
10452,1001
10453,1009
10454,1085
10454,1087
10454,1054
10454,1036
10454,1011
10454,1040
10454,1039
10454,1088
10454,1003
10454,1034
10454,1118
10454,1130
10454,1020
10454,1058
10454,1017
10454,1018
10454,1014
10454,1000
10454,1030
10454,1089
10454,1134
10454,1001
10455,1032
10456,1020
10456,1096
10456,1053
10456,1021
10457,1000
10457,1008
10457,1016
10457,1009
10457,1011
10457,1014
10457,1004
10458,1035
10458,1001
10458,1003
10458,1018
10459,1065
10459,1026
10459,1017
10459,1092
10459,1042
10459,1021
10460,1081
10461,1025
10462,1025
10462,1070
10462,1017
10462,1024
10462,1067
10462,1004
10462,1008
10462,1030
10462,1009
10462,1038
10462,1026
10462,1041
10463,1025
10463,1010
10463,1017
10463,1066
10463,1053
10464,1008
10464,1034
10464,1018
10465,1130
10465,1058
10465,1018
10466,1037
10466,1065
10466,1009
10466,1026
10466,1017
10466,1053
10466,1004
10467,1008
10467,1017
10467,1034
10468,1146
10468,1148
10469,1002
10470,1070
10470,1034
10471,1081
10471,1082
10471,1063
10471,1014
10471,1004
10471,1149
10471,1000
10471,1038
10471,1011
10471,1026
10471,1012
10471,1040
10471,1003
10471,1041
10472,1004
10473,1010
10473,1008
10473,1046
10473,1150
10473,1001
10473,1034
10473,1018
10474,1004
10475,1034
10476,1004
10477,1004
10478,1036
10479,1076
10479,1017
10479,1018
10479,1078
10479,1074
10479,1008
10479,1030
10479,1052
10479,1003
10479,1001
10480,1073
10481,1026
10482,1151
10483,1009
10483,1004
10484,1008
10484,1034
10485,1079
10486,1152
10486,1001
10486,1074
10487,1008
10487,1016
10487,1031
10487,1018
10488,1004
10489,1018
10490,1054
10490,1058
10490,1043
10490,1004
10490,1018
10491,1030
10492,1025
10493,1058
10493,1001
10494,1026
10494,1034
10494,1004
10495,1008
10495,1017
10495,1034
10495,1004
10496,1025
10497,1000
10498,1025
10498,1058
10498,1070
10498,1026
10498,1041
10499,1025
10500,1008
10500,1027
10500,1007
10500,1070
10500,1041
10500,1097
10500,1153
10501,1004
10502,1026
10503,1008
10503,1038
10503,1026
10503,1053
10504,1008
10504,1025
10504,1106
10504,1009
10504,1007
10504,1026
10504,1001
10505,1008
10505,1001
10505,1003
10505,1018
10506,1008
10506,1017
10506,1048
10506,1018
10506,1057
10506,1019
10507,1017
10508,1058
10508,1017
10508,1032
10508,1004
10509,1008
10509,1118
10509,1027
10509,1034
10509,1018
10510,1043
10511,1000
10511,1008
10511,1001
10511,1018
10512,1008
10512,1035
10512,1009
10512,1018
10513,1046
10513,1001
10513,1018
10514,1007
10515,1067
10516,1040
10517,1040
10517,1014
10518,1034
10518,1004
10519,1004
10520,1000
10520,1011
10520,1040
10520,1014
10521,1026
10521,1041
10522,1130
10522,1017
10522,1018
10522,1008
10522,1035
10522,1009
10522,1121
10522,1001
10523,1045
10523,1059
10523,1004
10523,1008
10523,1035
10523,1009
10523,1038
10523,1026
10523,1001
10523,1003
10523,1034
10524,1067
10524,1004
10525,1007
10526,1009
10527,1003
10527,1001
10527,1018
10528,1035
10528,1037
10528,1009
10528,1017
10528,1018
10529,1004
10530,1004
10531,1031
10531,1004
10532,1034
10533,1008
10534,1008
10534,1056
10534,1040
10534,1032
10534,1014
10535,1152
10536,1008
10536,1037
10536,1009
10536,1004
10536,1034
10537,1008
10537,1034
10538,1076
10538,1003
10538,1018
10538,1078
10538,1105
10539,1017
10539,1040
10540,1029
10540,1025
10541,1000
10541,1008
10541,1017
10541,1034
10542,1008
10542,1034
10543,1004
10544,1037
10544,1009
10544,1003
10545,1008
10545,1027
10545,1041
10545,1034
10545,1028
10546,1147
10547,1008
10547,1037
10547,1009
10547,1034
10547,1004
10548,1034
10549,1008
10549,1037
10549,1009
10549,1001
10549,1004
10550,1073
10551,1008
10551,1045
10551,1030
10551,1034
10551,1004
10552,1017
10552,1002
10553,1008
10553,1009
10553,1039
10553,1017
10553,1034
10554,1034
10555,1032
10555,1004
10556,1037
10556,1009
10556,1017
10556,1004
10557,1001
10557,1004
10558,1008
10558,1118
10558,1018
10559,1096
10560,1008
10560,1035
10560,1046
10560,1009
10560,1059
10560,1003
10560,1001
10560,1034
10560,1018
10560,1078
10561,1140
10561,1027
10561,1007
10561,1018
10562,1003
10562,1004
10563,1026
10563,1041
10563,1034
10564,1017
10564,1014
10564,1154
10564,1008
10564,1000
10564,1009
10564,1026
10564,1031
10564,1040
10564,1003
10564,1088
10565,1025
10565,1058
10565,1034
10565,1004
10566,1034
10567,1038
10567,1026
10567,1017
10567,1067
10568,1009
10569,1030
10569,1020
10569,1099
10569,1017
10569,1078
10570,1008
10570,1113
10570,1034
10571,1011
10571,1012
10571,1088
10572,1017
10572,1004
10572,1018
10572,1008
10572,1036
10572,1035
10572,1037
10572,1027
10572,1009
10572,1026
10572,1041
10572,1034
10573,1016
10573,1051
10573,1017
10573,1014
10573,1008
10573,1040
10573,1031
10573,1001
10573,1003
10574,1003
10574,1018
10575,1036
10575,1136
10575,1100
10575,1004
10576,1034
10577,1008
10578,1004
10579,1025
10580,1017
10580,1004
10581,1026
10582,1025
10583,1004
10584,1054
10585,1008
10585,1025
10585,1034
10586,1004
10587,1034
10588,1008
10588,1009
10588,1060
10588,1052
10588,1018
10589,1009
10589,1017
10589,1076
10589,1001
10589,1074
10590,1001
10590,1078
10591,1004
10592,1056
10592,1032
10593,1004
10594,1004
10595,1295
10595,1026
10596,1131
10596,1001
10597,1010
10597,1064
10597,1125
10597,1026
10597,1017
10597,1034
10598,1020
10598,1027
10598,1059
10598,1041
10598,1053
10598,1021
10599,1000
10599,1099
10599,1038
10599,1026
10599,1041
10600,1034
10601,1008
10601,1051
10602,1010
10602,1124
10602,1017
10602,1041
10602,1004
10603,1030
10604,1017
10604,1050
10604,1034
10605,1036
10605,1008
10605,1009
10605,1040
10606,1155
10606,1075
10607,1025
10607,1020
10607,1065
10607,1124
10607,1017
10607,1066
10607,1004
10607,1030
10607,1001
10607,1003
10607,1041
10607,1053
10607,1075
10608,1008
10608,1003
10609,1123
10610,1008
10610,1045
10611,1004
10612,1112
10612,1031
10612,1040
10612,1102
10612,1014
10613,1045
10614,1008
10614,1034
10615,1055
10615,1004
10616,1030
10616,1041
10617,1004
10618,1029
10619,1025
10619,1075
10620,1030
10620,1017
10620,1024
10621,1125
10621,1017
10622,1023
10622,1004
10623,1008
10623,1054
10624,1018
10624,1034
10624,1156
10624,1004
10625,1032
10626,1025
10627,1027
10627,1157
10627,1041
10628,1046
10629,1008
10629,1009
10629,1032
10630,1009
10630,1004
10631,1008
10631,1038
10631,1026
10631,1024
10631,1018
10632,1158
10633,1017
10634,1008
10634,1054
10634,1017
10634,1003
10635,1008
10635,1020
10635,1157
10635,1026
10635,1041
10635,1003
10635,1018
10635,1004
10636,1026
10636,1041
10637,1018
10637,1075
10637,1004
10638,1021
10639,1119
10639,1008
10639,1070
10639,1006
10639,1041
10639,1034
10640,1004
10640,1034
10641,1003
10642,1001
10643,1008
10643,1064
10643,1123
10643,1026
10643,1034
10644,1032
10645,1099
10645,1018
10645,1004
10646,1008
10646,1017
10646,1034
10647,1001
10647,1003
10647,1078
10648,1046
10648,1076
10648,1001
10648,1003
10648,1018
10648,1004
10649,1008
10649,1125
10649,1009
10649,1017
10649,1034
10649,1067
10650,1008
10650,1105
10651,1035
10651,1001
10651,1003
10651,1002
10651,1018
10652,1038
10652,1026
10652,1001
10652,1004
10653,1008
10653,1036
10653,1037
10653,1009
10653,1032
10653,1061
10654,1004
10655,1004
10656,1034
10657,1004
10657,1034
10658,1008
10658,1046
10658,1034
10659,1036
10659,1008
10659,1052
10659,1060
10659,1041
10659,1067
10659,1004
10659,1018
10660,1081
10660,1020
10660,1049
10660,1017
10660,1114
10660,1004
10660,1112
10660,1136
10660,1003
10660,1001
10660,1083
10661,1020
10661,1017
10661,1004
10661,1159
10661,1021
10662,1130
10662,1024
10662,1018
10662,1008
10662,1036
10662,1009
10662,1295
10662,1001
10663,1059
10664,1030
10664,1018
10665,1008
10665,1027
10665,1041
10666,1008
10666,1009
10666,1004
10667,1007
10668,1010
10668,1008
10668,1036
10668,1081
10668,1020
10668,1040
10668,1004
10669,1008
10669,1009
10669,1160
10669,1001
10669,1032
10669,1003
10670,1025
10670,1026
10671,1035
10671,1037
10671,1009
10671,1017
10671,1001
10671,1003
10671,1004
10672,1009
10673,1030
10673,1004
10674,1001
10674,1004
10674,1071
10675,1009
10676,1009
10676,1004
10676,1074
10677,1025
10677,1161
10677,1026
10677,1001
10677,1018
10678,1035
10678,1008
10678,1037
10678,1009
10678,1017
10678,1001
10678,1018
10678,1004
10679,1008
10679,1034
10680,1025
10680,1038
10680,1295
10680,1026
10680,1041
10680,1004
10681,1079
10682,1080
10683,1034
10684,1004
10684,1034
10685,1004
10686,1008
10686,1035
10686,1003
10686,1001
10686,1034
10686,1078
10686,1018
10687,1008
10688,1008
10689,1009
10689,1017
10689,1004
10689,1074
10690,1004
10691,1001
10692,1017
10692,1032
10693,1004
10694,1008
10694,1002
10695,1123
10695,1038
10695,1041
10696,1008
10696,1009
10696,1034
10697,1118
10697,1124
10697,1099
10697,1004
10698,1008
10698,1026
10699,1017
10699,1076
10699,1059
10699,1078
10699,1004
10699,1008
10699,1162
10699,1001
10699,1034
10699,1028
10700,1067
10701,1008
10701,1017
10701,1048
10701,1018
10702,1017
10702,1004
10702,1018
10702,1008
10702,1010
10702,1093
10702,1009
10702,1003
10702,1032
10703,1034
10704,1295
10704,1059
10704,1091
10705,1008
10705,1017
10705,1041
10705,1034
10706,1017
10706,1063
10706,1078
10706,1135
10706,1099
10706,1052
10706,1060
10706,1003
10706,1001
10707,1137
10707,1033
10708,1034
10708,1004
10709,1004
10710,1008
10710,1025
10710,1068
10710,1041
10710,1067
10711,1034
10712,1001
10712,1018
10712,1004
10713,1034
10714,1119
10714,1032
10714,1034
10715,1008
10716,1004
10717,1110
10717,1046
10718,1140
10718,1007
10718,1070
10718,1034
10718,1002
10718,1004
10719,1008
10720,1004
10721,1017
10721,1001
10722,1026
10723,1017
10723,1088
10724,1025
10724,1026
10724,1041
10725,1004
10725,1105
10726,1008
10726,1009
10727,1030
10727,1009
10727,1032
10727,1004
10727,1002
10728,1008
10728,1034
10728,1018
10729,1036
10730,1038
10730,1026
10731,1004
10732,1295
10733,1070
10733,1034
10733,1004
10734,1092
10735,1034
10736,1113
10736,1026
10737,1034
10738,1046
10738,1001
10738,1018
10738,1034
10739,1009
10740,1004
10741,1295
10741,1100
10741,1018
10742,1037
10742,1030
10742,1009
10742,1017
10742,1004
10742,1074
